25998,GOOD ARTIFICIAL,FALSE
19392,DAYLIGHT,FALSE
7844,NIGHT,FALSE
7361,POOR ARTIFICIAL,FALSE
1399,DUSK,FALSE
494,GOOD ARTIFICIAL,TRUE
361,DAWN,FALSE
304,DAYLIGHT,TRUE
117,POOR ARTIFICIAL,TRUE
84,NIGHT,TRUE
16,DUSK,TRUE
11,DAWN,TRUE
