581,GOOD ARTIFICIAL,FALSE
515,DAYLIGHT,FALSE
296,NIGHT,FALSE
189,POOR ARTIFICIAL,FALSE
46,DUSK,FALSE
20,GOOD ARTIFICIAL,TRUE
16,DAWN,FALSE
7,DAYLIGHT,TRUE
7,NIGHT,TRUE
3,POOR ARTIFICIAL,TRUE
