16,18,17372
33,14,31631
8,13,19591
19,12,1056
32,12,650
1,12,28249
26,12,11190
5,11,2610
7,11,29841
1,11,10890
11,11,32265
1,11,4807
23,11,3055
8,10,27935
3,10,19407
3,10,32254
4,10,2356
1,10,5952
6,10,16774
2,10,30114
11,9,11305
3,9,17687
2,9,31578
12,9,17041
4,9,3361
7,9,27009
1,9,11189
4,9,24128
39,9,28874
4,9,13169
1,9,30518
7,9,1901
4,9,9115
10,9,29831
12,8,21912
15,8,24941
1,8,21287
2,8,19871
11,8,23566
9,8,3216
5,8,17037
1,8,26915
3,8,11224
2,8,13049
1,8,19994
16,8,8138
13,8,5430
1,8,20944
3,8,14089
5,8,24885
22,8,32255
11,8,17508
8,8,8774
16,8,13876
24,7,32067
6,7,2424
3,7,31211
6,7,13391
1,7,2659
7,7,21293
7,7,7244
2,7,17171
2,7,22764
4,7,4233
1,7,31910
7,7,5324
1,7,18896
1,7,27620
27,7,9499
1,7,17182
2,7,2096
1,7,621
1,7,31710
11,7,22622
15,7,19150
4,7,18779
26,7,9309
5,7,7323
26,7,25799
33,7,8628
3,7,28668
22,7,3808
1,7,2802
3,7,4007
5,7,1420
1,7,8375
5,7,5362
1,7,15310
2,7,15599
5,7,18092
5,7,14218
6,7,32284
17,7,31422
3,7,8257
31,7,24426
1,6,4289
2,6,23690
1,6,14667
1,6,21812
1,6,31386
2,6,16197
4,6,17327
4,6,5410
3,6,15592
14,6,26258
7,6,28140
3,6,8431
3,6,21499
2,6,23659
5,6,27599
1,6,18180
4,6,26022
2,6,9712
9,6,12582
12,6,9583
9,6,16112
5,6,25772
1,6,12617
11,6,29033
11,6,5094
3,6,5669
1,6,9386
5,6,8880
4,6,14418
4,6,32017
1,6,645
3,6,17587
10,6,1037
6,6,29940
2,6,32222
21,6,75
6,6,26384
5,6,32413
1,6,6977
3,6,6164
2,6,3109
9,6,7643
1,6,13595
4,6,23302
9,6,17442
32,6,3764
4,6,13137
2,6,18472
1,6,19528
3,6,31267
1,6,7987
2,6,8554
1,6,9373
1,6,389
2,6,27614
12,6,15344
4,6,29827
3,6,8500
1,6,2375
1,6,10012
2,6,30819
6,6,29384
3,6,31119
1,6,10235
1,6,12501
16,6,14294
24,6,5444
16,6,4530
19,6,19297
13,6,29197
3,6,14106
13,6,17506
3,5,16710
1,5,30423
3,5,18835
11,5,8578
3,5,9559
11,5,31196
2,5,9050
17,5,2676
1,5,24604
2,5,5674
4,5,8882
11,5,12109
1,5,29684
11,5,20954
4,5,32432
4,5,12765
16,5,3358
1,5,24550
4,5,27278
4,5,25306
2,5,30501
2,5,15886
4,5,21009
2,5,18393
2,5,27893
2,5,27778
4,5,241
4,5,11520
1,5,3186
4,5,3307
16,5,24425
4,5,6085
2,5,9952
2,5,8974
4,5,30756
12,5,26296
2,5,31877
13,5,14696
5,5,2725
1,5,7748
15,5,5531
8,5,20706
2,5,10774
5,5,19477
5,5,30845
2,5,157
1,5,2119
1,5,6073
5,5,4987
1,5,29180
5,5,17273
5,5,5587
2,5,28047
5,5,23202
6,5,12999
6,5,8606
6,5,23010
6,5,22170
29,5,24326
6,5,19813
8,5,13716
22,5,20154
8,5,29650
6,5,16567
1,5,7115
2,5,28335
2,5,28277
2,5,26901
14,5,21443
21,5,30893
6,5,15353
2,5,15464
1,5,8916
6,5,2307
2,5,3758
7,5,20157
7,5,5158
7,5,4927
7,5,25274
9,5,25168
10,5,29730
7,5,29018
7,5,2259
13,5,23205
7,5,5498
13,5,23004
21,5,1715
2,5,7139
7,5,23661
2,5,13995
1,5,15430
7,5,10450
10,5,29511
2,5,19858
2,5,21590
2,5,25144
2,5,12558
1,5,376
2,5,5739
1,5,32228
3,5,8762
3,5,14682
3,5,21540
1,5,29374
3,5,28077
12,5,7319
26,5,32052
3,5,13913
11,5,14215
1,5,23428
18,5,2409
12,5,6254
8,5,25521
18,5,17205
3,5,12364
1,5,30214
7,4,16973
8,4,22266
8,4,9796
8,4,17400
8,4,13922
8,4,22789
9,4,29924
9,4,23281
9,4,25700
1,4,178
9,4,11666
12,4,24632
9,4,8417
9,4,27801
9,4,3767
9,4,32166
9,4,8640
10,4,26242
10,4,17285
1,4,9134
12,4,31134
12,4,11798
30,4,10750
12,4,27504
12,4,18274
1,4,24554
1,4,25532
1,4,14487
28,4,17647
1,4,3482
1,4,15891
1,4,29685
1,4,23594
1,4,7883
28,4,11365
1,4,30904
1,4,25507
27,4,11634
1,4,10131
27,4,14058
1,4,9504
1,4,14780
1,4,4714
1,4,31626
1,4,19212
1,4,21430
1,4,14405
1,4,31444
1,4,32160
1,4,21150
1,4,6421
1,4,15437
1,4,4488
2,4,32244
2,4,4812
2,4,9260
2,4,30707
2,4,8862
24,4,17830
2,4,12038
2,4,14241
1,4,10809
2,4,22449
2,4,15968
2,4,16396
2,4,6896
1,4,16840
2,4,1054
2,4,632
1,4,30766
2,4,30820
2,4,26569
2,4,21389
1,4,26186
2,4,25571
2,4,22393
2,4,18453
2,4,16894
2,4,24582
2,4,10100
2,4,930
22,4,10014
2,4,21776
21,4,30407
1,4,12383
1,4,24068
2,4,8062
2,4,3789
21,4,10192
2,4,2462
2,4,2677
2,4,10542
2,4,22749
2,4,16842
2,4,18238
1,4,12868
2,4,24247
2,4,31730
2,4,29527
19,4,20950
19,4,21712
3,4,26121
3,4,21024
3,4,27610
3,4,31420
3,4,128
3,4,10351
19,4,29833
19,4,17086
19,4,3605
3,4,22559
3,4,15949
3,4,20289
3,4,10500
3,4,5715
3,4,1364
3,4,15360
18,4,3761
3,4,17721
3,4,28255
3,4,16421
3,4,11169
40,4,12299
3,4,30550
3,4,22200
3,4,5445
3,4,3073
3,4,26852
3,4,6288
17,4,28879
17,4,18894
3,4,27412
3,4,6885
3,4,32010
3,4,12961
1,4,27733
3,4,30795
4,4,11816
17,4,18293
4,4,18047
4,4,11246
1,4,16901
4,4,1063
4,4,8902
1,4,27695
4,4,8488
62,4,29670
4,4,12640
4,4,23246
4,4,12007
4,4,26270
4,4,1610
4,4,19854
4,4,26790
4,4,14684
4,4,15133
4,4,18623
4,4,3447
4,4,16361
4,4,19797
4,4,2117
4,4,3494
1,4,27940
4,4,8280
35,4,28970
59,4,10152
4,4,31999
4,4,3052
15,4,12313
4,4,30137
5,4,21448
5,4,1832
5,4,1296
15,4,8479
5,4,6189
5,4,6276
5,4,17274
5,4,4993
1,4,4599
5,4,15369
15,4,13743
5,4,28585
5,4,24731
5,4,10203
5,4,24359
6,4,6944
6,4,30911
1,4,8063
6,4,26888
14,4,19812
1,4,114
1,4,31183
6,4,15897
6,4,26154
6,4,17071
6,4,6552
6,4,6224
6,4,12759
14,4,7226
6,4,6686
6,4,32330
1,4,1909
6,4,9577
13,4,18196
1,4,5520
6,4,26096
7,4,25039
13,4,30474
7,4,9429
1,4,27217
7,4,21732
7,4,270
13,4,30417
7,4,18082
7,4,579
7,4,31429
1,4,21640
1,4,24489
4,3,6468
34,3,21364
33,3,31922
32,3,31941
28,3,4692
28,3,6343
27,3,29837
27,3,22618
26,3,1695
26,3,27853
25,3,25898
24,3,26342
24,3,20220
23,3,21468
23,3,15778
23,3,21887
23,3,25963
23,3,263
22,3,19549
22,3,29256
21,3,22399
21,3,25178
20,3,2696
20,3,9634
19,3,18651
19,3,27270
18,3,6680
18,3,10135
17,3,3897
17,3,890
17,3,23775
17,3,65
17,3,8981
16,3,6598
16,3,152
16,3,11220
16,3,23816
16,3,30539
16,3,25416
16,3,4350
15,3,2015
15,3,16071
15,3,22668
15,3,11117
15,3,15845
15,3,16206
15,3,5193
15,3,10162
15,3,26522
14,3,4408
14,3,11147
14,3,15194
14,3,18275
14,3,9773
14,3,31868
13,3,28444
13,3,25294
13,3,1094
13,3,24177
13,3,22634
13,3,5052
12,3,9705
12,3,13522
