1,175,8562
1,137,21837
9,136,17816
21,132,8138
24,125,21468
37,117,31631
14,114,29033
1,109,4807
10,109,32166
3,104,31119
2,103,32164
1,102,10890
11,101,32265
17,100,3897
30,97,11634
15,96,2015
2,95,23265
13,93,17041
10,93,17285
6,93,16567
4,93,25306
6,91,13391
8,91,17397
18,90,5193
36,90,650
8,90,1901
33,89,3764
25,89,5444
8,88,29841
1,88,23841
26,88,25799
2,87,2096
6,86,31859
17,86,17372
17,85,31422
4,85,2356
5,84,2725
19,83,1056
16,82,23205
4,82,12640
28,82,11190
26,81,9309
1,80,28740
4,80,12074
1,80,2375
3,79,32336
2,78,27778
2,77,4844
4,77,2117
25,76,25898
13,75,3956
23,75,32255
27,75,3808
6,75,32284
3,74,28378
12,74,29831
14,74,29650
4,73,31906
1,73,18295
7,73,31882
37,73,28970
4,72,7694
23,72,25963
39,72,15228
4,72,25373
1,72,31910
40,72,28874
2,71,31578
9,71,3216
10,71,12220
19,71,3761
4,71,31823
4,71,24128
3,70,32254
3,70,19407
4,70,12491
8,70,8774
8,70,32020
8,70,19591
17,70,24521
6,70,6944
29,70,17647
5,69,1553
18,69,31899
1,69,10239
1,69,12479
6,69,26096
3,69,14630
13,69,30417
11,68,8578
15,68,5913
7,68,21260
7,67,2307
8,67,10724
4,67,13169
18,67,32366
4,67,18985
6,67,3447
3,67,5739
2,67,6678
6,67,11194
3,67,8257
5,66,32413
2,66,26535
10,66,1037
3,66,18453
15,66,32213
2,66,8974
17,66,30539
4,65,32172
3,65,8375
8,65,25039
2,65,28249
7,65,18205
33,65,8628
16,65,4530
16,65,2400
23,64,3055
3,64,2825
3,64,30795
1,64,21150
2,63,32197
4,63,9115
1,63,17182
24,63,27270
7,63,9970
13,63,15344
4,63,18047
39,62,24431
5,62,2610
7,62,579
17,62,24425
34,62,24426
8,62,22176
9,62,17274
1,62,2369
8,62,25885
13,62,27439
4,62,910
8,61,27935
30,61,6343
31,61,11365
11,61,11305
6,61,3439
17,61,13876
5,61,19477
8,60,19934
3,60,12961
2,60,16894
2,60,28277
15,60,16427
27,60,13937
8,60,27009
32,60,4758
2,60,22828
12,60,27504
1,60,18896
1,60,645
9,59,7244
7,59,15956
3,59,18206
8,59,12159
2,59,28335
12,59,4118
19,59,29833
1,59,30518
1,59,20207
2,58,32222
5,58,28280
9,58,2453
10,58,32016
3,58,27651
16,58,23004
2,58,27415
59,57,16385
15,57,12313
7,57,8880
15,57,13743
10,57,29730
12,57,3635
2,57,21118
8,57,9429
5,57,30111
4,57,18266
5,56,21703
7,56,22255
8,56,20618
9,56,31629
7,56,2311
9,56,31834
7,56,31837
7,56,21710
1,56,20769
5,56,21448
2,56,2013
8,56,9821
1,56,32220
2,56,10166
11,56,14442
6,56,8386
4,56,13612
4,56,11713
15,56,24941
11,56,12109
45,56,21124
16,55,14696
16,55,16071
9,55,31411
3,55,31420
19,55,32420
8,55,13716
3,55,32030
26,55,32052
16,54,31847
11,54,22622
8,54,23783
3,54,31211
2,54,13468
19,54,3605
1,54,7391
1,54,13576
10,54,21293
3,54,21615
1,54,4495
2,54,16396
8,54,3000
11,54,16699
16,54,27800
3,54,29842
6,54,5568
17,53,28879
2,53,22764
29,53,24326
8,53,32025
11,53,17508
13,53,22644
7,53,30388
2,53,28047
6,53,985
10,53,26925
15,53,20056
11,53,1172
5,53,25772
8,53,16380
13,52,16927
18,52,5531
1,52,27217
3,52,20913
2,52,32237
13,52,20661
15,52,19150
12,52,19673
4,52,29612
4,52,17327
14,52,13781
10,52,29445
1,52,31756
5,52,3056
20,52,32142
2,51,8706
1,51,19888
5,51,26362
40,51,25717
1,51,3454
15,51,20941
13,51,8944
27,51,31852
11,51,5094
2,50,29375
6,50,26363
6,50,32328
6,50,9425
7,50,4927
3,50,1662
20,50,31844
1,50,19994
40,50,29209
8,50,29470
3,50,10351
10,50,17613
7,50,12623
4,50,13420
10,50,21098
59,50,10152
5,50,27384
22,50,25442
18,50,15845
21,49,9634
7,49,29940
5,49,14163
1,49,32322
20,49,17110
3,49,17544
1,49,15891
14,49,7072
10,49,29511
9,49,933
4,49,13303
15,49,9773
4,49,1332
23,49,20154
8,49,20450
2,49,10235
1,49,27740
1,49,15430
5,49,1420
5,49,19972
8,49,29018
22,48,30893
6,48,30911
1,48,10528
3,48,8852
5,48,13017
7,48,9577
3,48,21540
6,48,17037
1,48,9694
5,48,32032
2,48,16680
7,48,32274
7,48,31912
6,48,32198
31,48,16551
2,48,30214
3,48,30215
11,48,28867
7,48,20157
3,48,520
2,48,30322
4,48,2222
1,48,18180
7,48,21286
30,48,30561
2,48,10171
3,48,25031
10,48,478
2,48,23690
9,47,25976
4,47,18112
4,47,15592
13,47,12360
1,47,31983
3,47,8431
1,47,389
12,47,11129
36,47,14390
5,47,1832
3,47,14682
5,47,22610
2,47,32041
5,47,5587
4,47,16873
42,47,31872
21,47,1715
4,47,1063
15,47,17606
2,47,11189
2,47,27614
6,47,10694
5,47,18092
5,47,4233
48,47,32307
2,47,30114
20,47,14294
4,47,8799
5,47,31831
11,47,13309
1,46,5952
4,46,6797
25,46,20220
2,46,8062
6,46,12999
23,46,26025
8,46,18082
8,46,836
3,46,3771
3,46,29054
7,46,2388
6,46,26034
10,46,16112
18,46,16700
3,46,26692
10,46,1091
2,46,13995
2,46,21287
8,46,28716
7,46,6553
1,46,3350
2,46,15976
3,46,32074
4,46,19652
13,46,5360
31,46,32383
1,46,2659
25,46,32159
3,45,9559
8,45,13777
7,45,16511
4,45,23534
1,45,25317
1,45,16840
3,45,22200
13,45,6451
8,45,14098
3,45,10482
8,45,22789
7,45,17666
2,45,28212
7,45,10450
12,45,9583
16,45,29729
12,45,25077
16,45,19144
8,45,32384
3,45,27620
4,45,14190
2,45,32347
2,45,17369
2,45,15747
1,45,2145
10,45,32401
3,45,3383
3,45,3616
6,44,15897
3,44,5763
1,44,9134
2,44,32289
3,44,15968
4,44,4294
5,44,10221
6,44,13434
1,44,14896
7,44,17507
11,44,23633
1,44,23375
7,44,32294
5,44,14218
7,44,5324
16,44,9819
2,44,17171
7,44,25503
14,44,833
13,44,17506
5,44,22897
2,44,3109
28,44,31948
4,44,31902
3,44,16710
2,43,9952
14,43,9705
3,43,10774
4,43,15354
6,43,8606
2,43,24414
14,43,7226
1,43,2168
3,43,20653
7,43,20030
27,43,32130
1,43,8154
6,43,6224
3,43,15360
12,43,13852
2,43,14743
5,43,3307
5,43,11855
2,43,9963
2,43,12383
1,43,5831
5,43,5600
7,43,27001
7,43,4638
10,43,14055
1,43,15774
11,43,31196
13,42,21912
8,42,10138
2,42,10330
18,42,6680
1,42,10560
4,42,26120
1,42,29685
14,42,32126
2,42,21876
6,42,28138
8,42,4816
2,42,29896
5,42,16608
29,42,14058
4,42,5715
3,42,21499
1,42,12617
7,42,16304
4,42,23302
9,42,20885
10,42,15231
6,42,22966
2,42,25144
6,42,11186
10,42,19329
1,41,24783
6,41,16774
8,41,9796
22,41,25178
8,41,3444
14,41,23153
3,41,23953
25,41,17830
36,41,9697
19,41,16452
7,41,9629
7,41,5158
8,41,23253
9,41,24311
7,41,13536
12,41,19220
7,41,17087
3,41,12558
1,41,425
9,41,24918
5,41,13872
1,41,19914
4,41,16812
9,41,22448
2,41,31833
17,41,29452
4,41,11246
3,41,1625
2,41,18472
64,41,29670
2,40,31818
1,40,10809
13,40,5052
46,40,24572
2,40,24188
1,40,21640
29,40,25491
4,40,13417
5,40,23716
13,40,31134
16,40,2671
26,40,32067
15,40,19812
3,40,32268
4,40,1718
17,40,4332
23,40,10014
8,40,6736
3,40,17180
9,40,15014
2,40,27330
7,40,28503
9,40,27312
6,40,23239
3,40,20685
12,40,22068
2,40,4961
19,40,3358
4,40,10259
1,40,13803
4,40,32256
3,40,5756
6,40,1344
7,40,4987
3,40,20289
4,40,21813
1,40,31841
5,40,27170
5,39,22235
2,39,20987
5,39,22231
1,39,2741
3,39,422
1,39,14721
4,39,9081
3,39,2555
3,39,6397
17,39,21309
30,39,9499
5,39,14174
28,39,20125
5,39,6276
3,39,29441
9,39,25998
6,39,1533
1,39,1721
2,39,19528
3,39,1298
3,39,31141
2,39,1891
2,39,8394
13,39,1288
2,39,21590
7,39,19967
1,39,7154
16,39,13273
8,39,23661
4,39,1868
2,39,32107
7,39,31052
13,39,32116
23,39,5132
1,39,2802
4,39,6792
5,39,26022
3,39,5669
2,39,19858
9,39,2424
2,39,27893
1,39,31710
1,39,13595
1,38,29299
1,38,14731
49,38,20038
3,38,11169
22,38,6866
9,38,18083
4,38,19048
5,38,32352
8,38,17400
5,38,19284
2,38,1054
5,38,27392
2,38,19163
19,38,26616
2,38,27538
2,38,13260
14,38,27279
6,38,29166
5,38,24885
13,38,4449
4,38,18779
1,38,8911
12,38,17161
1,38,10891
2,38,32272
1,38,23952
4,38,30401
4,38,27303
8,38,32136
4,38,3026
5,38,32108
25,38,30226
2,38,31877
6,38,22510
9,38,26888
1,38,24068
12,38,8691
7,38,6043
2,38,178
5,38,759
1,38,31612
3,38,12932
1,38,30166
1,38,27634
30,37,4707
4,37,10996
4,37,24464
1,37,24189
3,37,29697
17,37,2676
2,37,4794
8,37,32071
3,37,4771
3,37,28077
1,37,25366
1,37,12501
32,37,32178
9,37,18087
2,37,385
9,37,26866
17,37,890
6,37,12147
3,37,2957
6,37,19813
12,37,19639
16,37,8479
13,37,9062
3,37,10442
4,37,1149
2,37,31802
14,37,26258
10,37,4013
1,37,24996
3,37,16439
28,37,30407
8,37,28540
19,37,17711
11,37,32275
2,37,15599
4,37,28652
2,37,24582
5,37,6189
5,37,31392
3,37,16271
25,37,11847
14,37,3133
2,37,17746
3,37,4137
3,37,10100
16,37,6598
11,37,13772
7,37,11533
1,37,31183
21,37,32344
2,37,23659
3,36,8500
4,36,30805
1,36,621
1,36,31386
3,36,5663
3,36,28759
2,36,24591
3,36,12412
12,36,30529
1,36,13598
6,36,31900
11,36,9089
3,36,11224
2,36,22449
2,36,11270
1,36,10572
5,36,24902
7,36,21585
3,36,14089
3,36,25404
4,36,28255
1,36,29741
3,36,18191
14,36,24261
13,36,28273
1,36,12782
1,36,25206
1,36,12868
17,36,10449
20,36,9619
19,36,26496
8,36,19006
22,36,29256
3,36,12261
3,36,14086
4,36,20385
13,36,14061
1,36,25576
44,36,7195
6,36,1672
10,36,30447
38,36,9596
2,36,10663
7,36,30453
